gene,entrez,rho,p,chr,start,end,cytoband,on_19p13_3,dist_to_LONP1_Mb,rank
HYAL4,23553,-0.16060906921917262,0.005778713262704906,7,123828955.0,123877481.0,7q31.32,False,,14325
PLK3,1263,-0.16067824943363118,0.0057574413204256126,1,44799915.0,44805995.0,1p34.1,False,,14326
FAM111B,374393,-0.16069902710896367,0.00575106620915981,11,59107185.0,59128378.0,11q12.1,False,,14327
TMBIM6,7009,-0.16073538804079512,0.005739925001127418,12,49707725.0,49764935.0,12q13.12,False,,14328
NSRP1,84081,-0.16078166559039886,0.005725773288407777,17,30115521.0,30186475.0,17q11.2,False,,14329
ACADSB,36,-0.1607991377264737,0.005720438440616422,10,123008972.0,123058300.0,10q26.13,False,,14330
PDE8A,5151,-0.16080374187043933,0.0057190333787648425,15,84980440.0,85139244.0,15q25.3,False,,14331
MMRN1,22915,-0.16084364445147536,0.005706869140558733,4,89879532.0,89954629.0,4q22.1,False,,14332
RAB2A,5862,-0.1608594638179215,0.005702053061518885,8,60516890.0,60624280.0,8q12.1,False,,14333
TGM1,7051,-0.16089452614504474,0.005691391614207456,14,24249114.0,24264432.0,14q12,False,,14334
NUAK1,9891,-0.1609238037784675,0.005682502833838362,12,106063345.0,106139145.0,12q23.3,False,,14335
TMPRSS4,56649,-0.16095544251135974,0.005672911222653752,11,118076986.0,118125510.0,11q23.3,False,,14336
TLR3,7098,-0.1609573313909356,0.005672339048984385,4,186068911.0,186088073.0,4q35.1,False,,14337
ACTR10,55860,-0.16098283126520685,0.005664619771455164,14,58199997.0,58238757.0,14q23.1,False,,14338
RPL3L,6123,-0.16102391439597774,0.005652202984692246,16,1943791.0,1957606.0,16p13.3,False,,14339
CHP1P2,729603,-0.16106405308696048,0.0056400952367001485,6,160093423.0,160093993.0,6q25.3,False,,14340
VSIR,64115,-0.16109805291932244,0.005629857476604425,10,71747556.0,71773608.0,10q22.1,False,,14341
GPRC5D,55507,-0.16110147651355322,0.005628827515868334,12,12940575.0,12952216.0,12p13.1,False,,14342
LIN52,91750,-0.16113063609200262,0.005620061943565555,14,74084943.0,74201493.0,14q24.3,False,,14343
C1QTNF7,114905,-0.1613149199056032,0.005564947763331557,4,15339818.0,15446167.0,4p15.32,False,,14344
H2BC21,8349,-0.1613322739867047,0.005559782718539209,1,149884459.0,149886682.0,1q21.2,False,,14345
S100A8,6279,-0.1613488016829916,0.005554867629714075,1,153390018.0,153422638.0,1q21.3,False,,14346
MEX3B,84206,-0.16139366257291377,0.005541546331530189,15,82041778.0,82046172.0,15q25.2,False,,14347
HNRNPUL1,11100,-0.16144796786071391,0.0055254589269944435,19,41262496.0,41307787.0,19q13.2,False,35.570651,14348
LINC00319,284836,-0.1614531622795472,0.005523922331130833,21,43446565.0,43453902.0,21q22.3,False,,14349
MED6,10001,-0.16148751627682945,0.005513769500579629,14,70581253.0,70600690.0,14q24.2,False,,14350
LPA,4018,-0.16154713403843624,0.005496190088087834,6,160531482.0,160664276.0,6q25.3,False,,14351
DPH6,89978,-0.1615934115880402,0.005482578999150269,15,35079812.0,35546411.0,15q14,False,,14352
SFRP4,6424,-0.1616028559859184,0.005479804947621734,7,37903004.0,38025695.0,7p14.1,False,,14353
NBPF3,84224,-0.161694938865232,0.0054528239256533715,1,21439853.0,21485005.0,1p36.12,False,,14354
ABHD12B,145447,-0.16170013328406507,0.005451305480179882,14,50872046.0,50904970.0,14q22.1,False,,14355
PCDHGC5,56097,-0.16171914013479527,0.005445752586519624,5,141489067.0,141512977.0,5q31.3,False,,14356
ZSCAN25,221785,-0.16174971637292623,0.005436830329155948,7,99616623.0,99738531.0,7q22.1,False,,14357
DNAJC3,5611,-0.16177474402730385,0.005429536942296828,13,95676600.0,95794988.0,13q32.1,False,,14358
HORMAD1,84072,-0.16192136830436454,0.005386984968682659,1,150698059.0,150720895.0,1q21.3,False,,14359
ZNF318,24149,-0.16195513202677958,0.005377228899314007,6,43307134.0,43369687.0,6p21.1,False,,14360
SORT1,6272,-0.16203115942970014,0.005355318771534804,1,109309568.0,109397967.0,1p13.3,False,,14361
EGFL6,25975,-0.16206610370184982,0.0053452752079673205,X,13569575.0,13633575.0,Xp22.2,False,,14362
SCAMP1,9522,-0.1620675203615316,0.005344868393635923,5,78360101.0,78480739.0,5q14.1,False,,14363
HDC,3067,-0.16208333972797773,0.005340327522805076,15,50241947.0,50265965.0,15q21.2,False,,14364
CCDC85C,317762,-0.1621104923718779,0.005332541570232362,14,99500190.0,99604265.0,14q32.2,False,,14365
WDR91,29062,-0.16219029753394976,0.005309716644549888,7,135183838.0,135211557.0,7q33,False,,14366
CD2AP,23607,-0.1622121377040433,0.005303485496332995,6,47477732.0,47627275.0,6p12.3,False,,14367
FAM3D,131177,-0.16228851927188415,0.005281744957885986,3,58633941.0,58666877.0,3p14.2,False,,14368
ANKRD29,147463,-0.16233621348116967,0.005268210371509745,18,23598926.0,23663558.0,18q11.2,False,,14369
ADAMTS15,170689,-0.16237222024808062,0.005258013084813326,11,130448635.0,130476645.0,11q24.3,False,,14370
ACAD11,84129,-0.1623739910726829,0.005257512036865618,3,132558138.0,132660727.0,3q22.1,False,,14371
SLC7A6,9057,-0.16240562980557516,0.0052485672092675555,16,68264173.0,68301853.0,16q22.1,False,,14372
AKR1B15,441282,-0.16245651149914475,0.005234210739102188,7,134548938.0,134579875.0,7q33,False,,14373
FILIP1L,11259,-0.1624996015644644,0.00522208031929952,3,99826452.0,100114525.0,3q12.1,False,,14374
MCMBP,79892,-0.1625383235957656,0.005211201120560559,10,119827779.0,119892556.0,10q26.11,False,,14375
GP5,2814,-0.16257126093336627,0.00520196320706999,3,194394821.0,194399266.0,3q29,False,,14376
CNN3,1266,-0.1625803511663242,0.005199416268598351,1,94896949.0,94927749.0,1p21.3,False,,14377
TPTEP2,400927,-0.1626276912106892,0.005186170452604245,22,38361381.0,38384096.0,22q13.1,False,,14378
MPZ,4359,-0.1626639340875473,0.005176050150731369,1,161304735.0,161309974.0,1q23.3,False,,14379
ZNF782,158431,-0.16273193375227102,0.005157110113759264,9,96781393.0,96875623.0,9q22.33,False,,14380
CTSK,1513,-0.16274751700877021,0.005152778473773109,1,150794880.0,150809577.0,1q21.3,False,,14381
FGFR3,2261,-0.16276876690399655,0.0051468769634447145,4,1793286.0,1808873.0,4p16.3,False,,14382
GEM,2669,-0.1627716002233599,0.005146090554709947,8,94249249.0,94262461.0,8q22.1,False,,14383
BICD1,636,-0.16279615565784367,0.005139279536304195,12,32106643.0,32383633.0,12p11.21,False,,14384
BCLAF3,256643,-0.1628004056368888,0.0051381015293241105,X,19912860.0,19991097.0,Xp22.12,False,,14385
ERAP1,51752,-0.16285612758437096,0.0051226789911891415,5,96759649.0,96808177.0,5q15,False,,14386
IRAK2,3656,-0.16285707202415867,0.005122417951343078,3,10164862.0,10243756.0,3p25.3,False,,14387
SULT1C4,27233,-0.16288788437223678,0.005113908084049157,2,108377911.0,108388990.0,2q12.3,False,,14388
CHFR,55743,-0.1629250716888826,0.005103654485122513,12,132822187.0,132956304.0,12q24.33,False,,14389
COL4A6,1288,-0.1629789047567891,0.005088843930357056,X,108155297.0,108439497.0,Xq22.3,False,,14390
USP30,84749,-0.16298646027509167,0.005086768351851779,12,109023089.0,109088023.0,12q24.11,False,,14391
B3GALT5-AS1,114041,-0.16298893942953474,0.005086087468554221,21,39527841.0,39612910.0,21q22.2,False,,14392
MDFI,4188,-0.16298929359445524,0.0050859902062023975,6,41636840.0,41654250.0,6p21.1,False,,14393
CYP2R1,120227,-0.16310262636899497,0.005054952023315014,11,14877349.0,14892262.0,11p15.2,False,,14394
LRRC37A4P,55073,-0.1631191540652821,0.005050439883078217,17,45508109.0,45550335.0,17q21.31,False,,14395
VPS13C,54832,-0.16314984835838664,0.005042069803472053,15,61852389.0,62060482.0,15q22.2,False,,14396
P2RY12,64805,-0.1631849106855099,0.005032523864827296,3,151336843.0,151384765.0,3q25.1,False,,14397
GVINP1,387751,-0.16324901453610896,0.005015113208348408,11,6714610.0,6721880.0,11p15.4,False,,14398
FABP5,2171,-0.1632545631198623,0.005013608759434852,8,81280267.0,81285731.0,8q21.13,False,,14399
GAS7,8522,-0.16331370866157524,0.004997597183551465,17,9910606.0,10198912.0,17p13.1,False,,14400
CHIC1,53344,-0.16331370866157524,0.004997597183551465,X,73563143.0,73687111.0,Xq13.2,False,,14401
CRKL,1399,-0.16332220861966573,0.004995299903034716,22,20917353.0,20953747.0,22q11.21,False,,14402
TAF5L,27097,-0.16332362527934752,0.0049949171153193545,1,229593111.0,229626134.0,1q42.13,False,,14403
ENOX2,10495,-0.16333543077669543,0.004991728243720391,X,130622325.0,130903272.0,Xq26.1,False,,14404
KDSR,2531,-0.16337226392842097,0.0049817907319222605,18,63327566.0,63367615.0,18q21.33,False,,14405
HAPSTR1,29035,-0.16337981944672353,0.004979754469166986,16,9091594.0,9121635.0,16p13.2,False,,14406
CCDC6,8030,-0.16344687467165953,0.004961715422320183,10,59788747.0,59907039.0,10q21.2,False,,14407
MFAP4,4239,-0.16345726350932566,0.0049589259063797025,17,19383431.0,19387203.0,17p11.2,False,,14408
KLK10,5655,-0.16345997877371587,0.004958197060972331,19,51012739.0,51021048.0,19q13.41,False,45.320894,14409
TRPC6,7225,-0.16349315222126326,0.00494930024997102,11,101447437.0,101872562.0,11q22.1,False,,14410
CASK,8573,-0.16349657581549426,0.004948382891905073,X,41514934.0,41923684.0,Xp11.4,False,,14411
OBSCN,84033,-0.1635229020745801,0.004941333834439049,1,228208026.0,228378876.0,1q42.13,False,,14412
FMR1,2332,-0.16352809649341316,0.004939944056703758,X,147911858.0,147951125.0,Xq27.3,False,,14413
MFAP5,8076,-0.1635370686713975,0.0049375443598977204,12,8637346.0,8672519.0,12p13.31,False,,14414
KAT6B,23522,-0.16366468609772822,0.004903525206685226,10,74824912.0,75032631.0,10q22.2,False,,14415
GAREM1,64762,-0.1636952623358594,0.004895405843356305,18,32124875.0,32470882.0,18q12.1,False,,14416
ADGRG1,9289,-0.1637061233934194,0.0048925246585758645,16,57610652.0,57665580.0,16q21,False,,14417
SPTLC1,10558,-0.163733866312187,0.004885172036700744,9,92000087.0,92115491.0,9q22.31,False,,14418
ZYG11B,79699,-0.1638496782411698,0.004854586035593079,1,52726390.0,52827336.0,1p32.3,False,,14419
FCRLB,127943,-0.16388840027247098,0.004844398038415272,1,161721544.0,161731801.0,1q23.3,False,,14420
SPRR1A,6698,-0.16392346259959423,0.004835189538100665,1,152984081.0,152985814.0,1q21.3,False,,14421
PPP3CA,5530,-0.16392983756816193,0.004833516959109845,4,101023409.0,101348278.0,4q24,False,,14422
ZNF518A,9849,-0.16399181642923844,0.004817282899024467,10,96129695.0,96205288.0,10q24.1,False,,14423
STX11,8676,-0.16399276086902637,0.004817035902986881,6,144149970.0,144191939.0,6q24.2,False,,14424
RERE,473,-0.16401684408361605,0.004810741354646251,1,8352397.0,8848921.0,1p36.23,False,,14425
FAM72A,729533,-0.16405178835576573,0.0048016212545447115,1,206186179.0,206204414.0,1q32.1,False,,14426
RGPD5,84220,-0.16407610768030234,0.004795283346566792,2,109792758.0,109857705.0,2q13,False,,14427
IL23R,149233,-0.16408012154940077,0.004794238008495817,1,67138907.0,67265873.0,1p31.3,False,,14428
ARL1,400,-0.16413773237645835,0.004779256919565141,12,101365309.0,101407794.0,12q23.2,False,,14429
SLC4A1AP,22950,-0.16415426007274547,0.004774966853244746,2,27663426.0,27695756.0,2p23.3,False,,14430
JMJD1C-AS1,84989,-0.16416547529522596,0.004772057711745934,10,63465184.0,63502929.0,10q21.3,False,,14431
ZNF114,163071,-0.16419711402811843,0.0047638594692474626,19,48270041.0,48289292.0,19q13.33,False,42.578196,14432
TMEM185A,84548,-0.16427892612473927,0.004742719042949097,X,149596551.0,149631912.0,Xq28,False,,14433
SLC44A1,23446,-0.1643681756846893,0.004719753136195144,9,105244519.0,105439873.0,9q31.1,False,,14434
CHORDC1,26973,-0.16438800892023386,0.004714663221642368,11,90182175.0,90223136.0,11q14.3,False,,14435
CLIC3,9022,-0.1644125643547174,0.004708368271753555,9,136994608.0,136996729.0,9q34.3,False,,14436
ZNF654,55279,-0.16442389763217147,0.00470546546404058,3,88058723.0,88144664.0,3p11.1,False,,14437
CLEC2B,9976,-0.16450228613456153,0.004685431798132584,12,9852369.0,9870635.0,12p13.31,False,,14438
INSYN2A,642938,-0.1645101958177846,0.004683414601736823,10,127135426.0,127196592.0,10q26.2,False,,14439
PHF2,5253,-0.16451125831254587,0.00468314369465705,9,93576366.0,93679599.0,9q22.31,False,,14440
LIN54,132660,-0.16451361941201537,0.00468254172945443,4,82909973.0,83012991.0,4q21.22,False,,14441
STX17,55014,-0.16454620258469554,0.0046742417234433,9,99906654.0,99974534.0,9q31.1,False,,14442
ABCA13,154664,-0.16456414694066446,0.00466967636622106,7,48171452.0,48647497.0,7p12.3,False,,14443
ERBB3,2065,-0.16461030643529462,0.0046579510336511145,12,56076799.0,56103505.0,12q13.2,False,,14444
GFM1,85476,-0.16461798000857075,0.004656004382401937,3,158644516.0,158695836.0,3q25.32,False,,14445
LINC00294,283267,-0.16462931328602481,0.0046531306686311185,11,33076149.0,33079454.0,11p13,False,,14446
HOOK1,51361,-0.16467559083562855,0.004641412911659678,1,59814786.0,59876370.0,1p32.1,False,,14447
PLCD1,5333,-0.16472706280406535,0.004628411126205711,3,38007496.0,38029680.0,3p22.2,False,,14448
PRP4K,8899,-0.16473414610247405,0.004626624460305554,6,4021199.0,4064983.0,6p25.2,False,,14449
CDH19,28513,-0.16480981934047412,0.00460757565235951,18,66501083.0,66604438.0,18q22.1,False,,14450
NAA25,80018,-0.1648507844162712,0.004597293244366758,12,112026689.0,112109434.0,12q24.13,False,,14451
PTGER4P2-CDK2AP2P2,442421,-0.164916541036499,0.004580831275702501,,,,,False,,14452
ATP12A,479,-0.16492964513855513,0.004577557057770221,13,24680408.0,24712551.0,13q12.12,False,,14453
DTWD2,285605,-0.16499670036349134,0.004560835481636056,5,118835089.0,118988562.0,5q23.1,False,,14454
TMBIM1,64114,-0.16500000590274877,0.004560012603953331,2,218274193.0,218292589.0,2q35,False,,14455
CSNK1A1L,122011,-0.16500248505719184,0.00455939553348962,13,37103259.0,37105664.0,13q13.3,False,,14456
CXCL8,3576,-0.16504439457277686,0.004548975485517527,4,73740519.0,73747379.0,4q13.3,False,,14457
ATP6V1D,51382,-0.1650628111486394,0.00454440332583059,14,67294371.0,67360265.0,14q23.3,False,,14458
TCAF1,9747,-0.1650628111486394,0.00454440332583059,7,143850360.0,143903890.0,7q35,False,,14459
PLA2G4E,123745,-0.1650703666669422,0.0045425287663181085,15,41981394.0,42051190.0,15q15.1,False,,14460
PRSS21,10942,-0.16512207474532592,0.0045297184419262025,16,2817130.0,2826304.0,16p13.3,False,,14461
AHCTF1,25909,-0.1652210048131013,0.004505299889298452,1,246839098.0,246932063.0,1q44,False,,14462
TRIM33,51592,-0.16528144895952246,0.004490439129977565,1,114392781.0,114511244.0,1p13.2,False,,14463
ADTRP,84830,-0.16528522671867374,0.0044895118012110245,6,11711616.0,11807046.0,6p24.1,False,,14464
LCN2,3934,-0.16533669868711054,0.0044768941335876535,9,128149071.0,128153454.0,9q34.11,False,,14465
PARD6B,84612,-0.1653541708231856,0.004472618344641827,20,50731365.0,50756836.0,20q13.13,False,,14466
EN1,2019,-0.16537707348804043,0.004467019169575468,2,118842171.0,118847648.0,2q14.2,False,,14467
PKNOX2,63876,-0.1653815595770327,0.004465923164288402,11,125164537.0,125434287.0,11q24.2,False,,14468
HOXA11-AS,221883,-0.16538675399586578,0.004464654408384379,7,27184507.0,27189298.0,7p15.2,False,,14469
USO1,8615,-0.16541685801410289,0.004457307787442129,4,75724522.0,75814290.0,4q21.1,False,,14470
KLHDC10,23008,-0.1654208718832011,0.004456329061827393,7,130070534.0,130135720.0,7q32.2,False,,14471
SPMAP2,51298,-0.16542264270780338,0.004455897332708247,19,361747.0,376026.0,19p13.3,True,-5.330098,14472
TMEM52B,120939,-0.1654283093465303,0.004454516052897176,12,10170512.0,10191807.0,12p13.2,False,,14473
ZFYVE21,79038,-0.16550103121019344,0.0044368238600573555,14,103715725.0,103733669.0,14q32.33,False,,14474
ITGA4,3676,-0.1655303088436162,0.004429718934072881,2,181457014.0,181538940.0,2q31.3,False,,14475
TUT4,23318,-0.16561200288526345,0.004409948110956153,1,52408282.0,52553504.0,1p32.3,False,,14476
CCK,885,-0.16564623882757235,0.004401686335196842,3,42257823.0,42266190.0,3p22.1,False,,14477
PPFIA2,8499,-0.16568153726464274,0.004393182774707882,12,81257975.0,81759553.0,12q21.31,False,,14478
RIPOR3,140876,-0.16581364077996552,0.004361489714237738,20,50585180.0,50692021.0,20q13.13,False,,14479
ABHD13,84945,-0.16584197397360056,0.0043547191887148475,13,108218167.0,108234489.0,13q33.3,False,,14480
PROS1,5627,-0.1658797515651138,0.004345706566350002,3,93873038.0,93980003.0,3q11.1,False,,14481
BPI,671,-0.16588530014886738,0.004344384255268398,20,38260141.0,38337505.0,20q11.23,False,,14482
PCDHB19P,84054,-0.16588836957817787,0.004343652919939126,5,141239923.0,141242293.0,5q31.3,False,,14483
ERI2,112479,-0.16589250150224943,0.004342668605415735,16,20780193.0,20900349.0,16p12.3,False,,14484
COG6,57511,-0.165901473680234,0.0043405319294065985,13,39655627.0,39791666.0,13q14.11,False,,14485
EOGT,285203,-0.1659538900884585,0.004328068182693945,3,68975217.0,69013719.0,3p14.1,False,,14486
CYB5R4,51167,-0.16603086193116678,0.004309824066314698,6,83859641.0,83967423.0,6q14.2,False,,14487
PTPN1,5770,-0.16608375055928537,0.004297328471006664,20,50510321.0,50585241.0,20q13.13,False,,14488
DUSP5,1847,-0.1661220003706927,0.0042883118526700695,10,110497907.0,110511544.0,10q25.2,False,,14489
H2BC18,440689,-0.16613427808793446,0.004285421249925558,1,149755110.0,149812374.0,1q21.2,False,,14490
NAGA,4668,-0.16613711140729803,0.004284754437425893,22,42032595.0,42071198.0,22q13.2,False,,14491
ISG20L2,81875,-0.16616308350146336,0.004278646349693562,1,156720651.0,156728836.0,1q23.1,False,,14492
GRK5,2869,-0.16619802777361303,0.004270440589957321,10,119207538.0,119459758.0,10q26.11,False,,14493
LINC02893,440173,-0.1662113679856161,0.00426731173227729,9,87008440.0,87042419.0,9q21.33,False,,14494
MACO1,55219,-0.16623627758502013,0.004261474888040311,1,25430853.0,25500209.0,1p36.11,False,,14495
COXFA4L3,84419,-0.16625847192003418,0.004256280356580763,15,45430579.0,45448761.0,15q21.1,False,,14496
BACE1,23621,-0.16626649965823082,0.004254402890832804,11,117285232.0,117316291.0,11q23.3,False,,14497
PLEKHA5,54477,-0.16629282591731664,0.0042482511495106606,12,19129513.0,19376403.0,12p12.3,False,,14498
ZC3H4,23211,-0.1663055758544525,0.004245274716542659,19,47064187.0,47113776.0,19q13.32,False,41.372342,14499
AHRR,57491,-0.16631620080206555,0.004242795793196433,5,320682.0,438307.0,5p15.33,False,,14500
SETBP1,26040,-0.1663411104014696,0.0042369892147152725,18,44680066.0,45068510.0,18q12.3,False,,14501
GNAT1,2779,-0.1664101725609548,0.004220927887109776,3,50191586.0,50197696.0,3p21.31,False,,14502
PLEKHM1P1,440456,-0.16643035996141964,0.004216243425547396,17,64785259.0,64829208.0,17q24.1,False,,14503
THEM5,284486,-0.16646247091420596,0.0042088017838493,1,151847101.0,151853712.0,1q21.3,False,,14504
MIR646HG,284757,-0.16647545696128851,0.0042057956638567396,20,60047154.0,60653784.0,20q13.33,False,,14505
THUMPD1,55623,-0.16656163709192828,0.004185895006927443,16,20702816.0,20742084.0,16p12.3,False,,14506
SPTLC2,9517,-0.16656305375161007,0.004185568584018021,14,77505997.0,77616781.0,14q24.3,False,,14507
KIT,3815,-0.16657910922800312,0.004181870729628379,4,54657267.0,54740783.0,4q12,False,,14508
PDGFA,5154,-0.16658713696619976,0.0041800229083477055,7,497258.0,520705.0,7p22.3,False,,14509
BTBD19,149478,-0.1666129910053915,0.0041740768440705085,1,44808506.0,44817381.0,1p34.1,False,,14510
NXNL2,158046,-0.16661358128025894,0.004173941178358937,9,88534033.0,88584510.0,9q22.1,False,,14511
OXR1,55074,-0.16661358128025894,0.004173941178358937,8,106270112.0,106752711.0,8q23.1,False,,14512
LYSMD1,388695,-0.16670094196063334,0.004153906478512553,1,151159748.0,151165948.0,1q21.3,False,,14513
RABGAP1,23637,-0.16670471971978462,0.004153042074349781,9,122940833.0,123163067.0,9q33.2,False,,14514
PTER,9317,-0.1667434417510858,0.00414419128839439,10,16436940.0,16515220.0,10p13,False,,14515
AFDN,4301,-0.16683458019061148,0.0041234267215418,6,167826859.0,167972023.0,6q27,False,,14516
VSIG2,23584,-0.16684685790785347,0.004120636612757638,11,124747472.0,124752274.0,11q24.2,False,,14517
CASQ2,845,-0.16688416327947264,0.0041121694281265175,1,115697988.0,115837921.0,1p13.1,False,,14518
ANKRD11,29123,-0.16688605215904828,0.004111741128001655,16,89267619.0,89490706.0,16q24.3,False,,14519
CLK1,1195,-0.16689832987629027,0.004108958158703375,2,200853009.0,200864728.0,2q33.1,False,,14520
HSPA4L,22824,-0.1669257186301374,0.004102756123421765,4,127781821.0,127840733.0,4q28.1,False,,14521
ANKRD36B,57730,-0.16696396844154449,0.0040941088036384726,2,97492663.0,97590550.0,2q11.2,False,,14522
AKAP10,11216,-0.16708391229459907,0.004067099117908043,17,19904302.0,19978343.0,17p11.2,False,,14523
S100A12,6283,-0.1670845025694665,0.0040669665950295,1,153373703.0,153375660.0,1q21.3,False,,14524
LAMP3,27074,-0.16709760667152262,0.004064025591052033,3,183122013.0,183163839.0,3q27.1,False,,14525
FOXJ3,22887,-0.16712641208505152,0.004057567430902849,1,42176535.0,42335913.0,1p34.2,False,,14526
FER,2241,-0.16715132168445557,0.004051990183978703,5,108747841.0,109196841.0,5q21.3,False,,14527
NDE1,54820,-0.16722227272351642,0.004036142202352579,16,15643267.0,15734691.0,16p13.11,False,,14528
CCDC88A,55704,-0.1672246338229859,0.00403561577899207,2,55287363.0,55420042.0,2p16.1,False,,14529
NDNF,79625,-0.16724186984911404,0.00403177476655252,4,121029310.0,121074085.0,4q27,False,,14530
RABGEF1,27342,-0.16728413352961935,0.0040223703630376745,7,66682105.0,66811464.0,7q11.21,False,,14531
MYOT,9499,-0.16728472380448678,0.004022239157018608,5,137867777.0,137887852.0,5q31.2,False,,14532
MAGEL2,54551,-0.16728696684898292,0.004021740609396975,15,23643549.0,23647867.0,15q11.2,False,,14533
CARNMT1,138199,-0.1672883835086647,0.004021425765970169,9,74980790.0,75028480.0,9q21.13,False,,14534
MMP10,4319,-0.16730302232537597,0.00401817368712219,11,102770502.0,102780628.0,11q22.2,False,,14535
HK1,3098,-0.16730727230442133,0.0040172299801926135,10,69269984.0,69403497.0,10q22.1,False,,14536
FICD,11153,-0.16733938325720765,0.004010106217455169,12,108513710.0,108525837.0,12q23.3,False,,14537
ZNF541,84215,-0.16745495907624353,0.003984560248620985,19,47520638.0,47573148.0,19q13.33,False,41.828793,14538
CFAP44,55779,-0.167465465968883,0.003982245192700157,3,113286930.0,113441610.0,3q13.2,False,,14539
HOXD13,3239,-0.1674757367515758,0.003979983334924341,2,176092690.0,176096240.0,2q31.1,False,,14540
IPO9,55705,-0.16747597286152272,0.0039799313518421985,1,201829104.0,201884291.0,1q32.1,False,,14541
KLHL36,79786,-0.1674871880840032,0.00397746286177986,16,84643425.0,84667837.0,16q24.1,False,,14542
DMRTA2,63950,-0.16749285472273012,0.003976216150699801,1,50417550.0,50423473.0,1p32.3,False,,14543
CCNDBP1,23582,-0.16749616026198755,0.0039754890655955095,15,43185118.0,43197177.0,15q15.2,False,,14544
ZNF79,7633,-0.1675254378954103,0.003969054409827981,9,127424374.0,127449728.0,9q33.3,False,,14545
KIF18A,81930,-0.16763074293175362,0.003945988109567344,11,28020618.0,28108186.0,11p14.1,False,,14546
HAND2-AS1,79804,-0.16763133320662105,0.00394585915620364,4,173521334.0,173697469.0,4q34.1,False,,14547
ZNF366,167465,-0.16769366623261783,0.003932263090806805,5,72439903.0,72507428.0,5q13.2,False,,14548
RECK,8434,-0.1676968537169019,0.003931568976374057,9,36036896.0,36124457.0,9p13.3,False,,14549
MYEOV,26579,-0.1676992148163714,0.003931054888907738,11,69294114.0,69341682.0,11q13.3,False,,14550
TDRD10,126668,-0.16771904805191595,0.003926738951421036,1,154501508.0,154548147.0,1q21.3,False,,14551
PELI2,57161,-0.1677865754967458,0.003912076296919067,14,56117814.0,56301746.0,14q22.3,False,,14552
ANKHD1,54882,-0.16797357457473638,0.003871729857711325,5,140401660.0,140541168.0,5q31.3,False,,14553
SLC8A2,6543,-0.16797971343335738,0.0038704117517948415,19,47428017.0,47472184.0,19q13.32,False,41.736172,14554
ADAT1,23536,-0.1679830189726148,0.0038697021704461173,16,75596868.0,75623301.0,16q23.1,False,,14555
OTULIN,90268,-0.16799813000922015,0.0038664598669783984,5,14664664.0,14716529.0,5p15.2,False,,14556
USP32P1,162632,-0.16806990743309536,0.0038510924290970716,17,16796043.0,16802427.0,17p11.2,False,,14557
ANXA4,307,-0.1680727407524587,0.0038504869538523432,2,69643109.0,69827121.0,2p13.3,False,,14558
SYNE1,23345,-0.16810674058482067,0.003843227958990114,6,152121687.0,152637801.0,6q25.2,False,,14559
ALKBH8,91801,-0.16819787902434657,0.003823830796321011,11,107502726.0,107565764.0,11q22.3,False,,14560
ZNF75A,7627,-0.1682129900609517,0.003820623252871346,16,3305385.0,3320003.0,16p13.3,False,,14561
LRRK2,120892,-0.16822243445883012,0.003818619773493672,12,40196744.0,40369285.0,12q12,False,,14562
CAV1,857,-0.16823565661585982,0.0038158164978421335,7,116524985.0,116561179.0,7q31.2,False,,14563
PLA2G2F,64600,-0.16826776756864592,0.0038090162859383365,1,20139322.0,20150381.0,1p36.12,False,,14564
ATP1A2,477,-0.16829078828847432,0.0038041478783702046,1,160115755.0,160143605.0,1q23.2,False,,14565
CCR6,1235,-0.1683782670238223,0.003785699189258801,6,167111790.0,167139141.0,6q27,False,,14566
LITAF,9516,-0.1684117946362904,0.00377864990539581,16,11546224.0,11640269.0,16p13.13,False,,14567
HOXA2,3199,-0.16849419700777868,0.0037613749535694158,7,27099978.0,27102686.0,7p15.2,False,,14568
IGF2,3481,-0.16852973155479578,0.0037539475015870923,11,2129112.0,2158596.0,11p15.5,False,,14569
GPSM2,29899,-0.16853504402860242,0.0037528382254505264,1,108875350.0,108934545.0,1p13.3,False,,14570
NCKAP5,344148,-0.1685446064814542,0.003750842275290864,2,132671788.0,133641580.0,2q21.2,False,,14571
SNTB2,6645,-0.16856384944213132,0.003746828642712904,16,69187140.0,69309052.0,16q22.1,False,,14572
TSPAN1,10103,-0.16856573832170696,0.003746434875900331,1,46173780.0,46196490.0,1p34.1,False,,14573
PEX19,5824,-0.1685685716410703,0.0037458442958438853,1,160266229.0,160286348.0,1q23.2,False,,14574
MFSD1,64747,-0.16861154365141662,0.0037368974798171937,3,158732198.0,158885089.0,3q25.32,False,,14575
CYP4F22,126410,-0.16867576555698927,0.0037235624315012567,19,15508477.0,15552317.0,19p13.12,False,9.816632,14576
MINK1,50488,-0.16867859887635284,0.0037229751129427523,17,4833147.0,4898065.0,17p13.2,False,,14577
STPG1,90529,-0.1687088209495633,0.0037167155924347937,1,24355830.0,24416934.0,1p36.11,False,,14578
METAP1,23173,-0.1687376263630922,0.003710758347692738,4,98995359.0,99065059.0,4q23,False,,14579
USP27X-DT,158572,-0.16874093190234962,0.0037100752820798857,X,49876242.0,49879440.0,Xp11.23,False,,14580
ZNF235,9310,-0.16876737621640903,0.0037046148496628364,19,44228729.0,44305046.0,19q13.31,False,38.536884,14581
